"unidade_ensino","modalidade_ensino","tipo_curso","tipo_oferta","Ano","Status_Matricula","Quantidade"
"CBRA","Educação a Distancia","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CBRA","Educação a Distancia","FORMACAO INICIAL","Concomitante","2009","certificados",0
"CBRA","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CBRA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CBRA","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CBRA","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CBRA","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CBRA","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2009","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Concomitante","2009","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CBRA","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"CCEI","Educação a Distancia","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CCEI","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CCEI","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CCEI","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CEST","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CEST","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CEST","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CEST","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CEST","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Concomitante","2009","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CGAM","Educação Presencial","BACHARELADO","Outros","2009","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2009","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CGAM","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CGAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CGAM","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"CGAM","Todos","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CPLA","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CPLA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",163
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",13
"CPLA","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CPLA","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Concomitante","2009","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",1
"CPLA","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"CPLA","Todos","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CREM","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CREM","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CREM","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CREM","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2009","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CREM","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Outros","2009","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CRFI","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CRFI","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2009","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CRFI","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CRFI","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CRFI","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"CSAM","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CSAM","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2009","certificados",0
"CSAM","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CSAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CSSB","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CSSB","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CSSB","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CSSB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CSSB","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"CTAG","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"CTAG","Educação Presencial","BACHARELADO","Outros","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Concomitante","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"CTAG","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"CTAG","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",0
"CTAG","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Outros","2009","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Concomitante","2009","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Outros","2009","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Subsequente","2009","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Concomitante","2009","certificados",0
"IFB","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Subsequente","2009","certificados",0
"IFB","Educação Presencial","BACHARELADO","Outros","2009","certificados",0
"IFB","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2009","certificados",163
"IFB","Educação Presencial","FORMACAO CONTINUADA","Outros","2009","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2009","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2009","certificados",13
"IFB","Educação Presencial","FORMACAO INICIAL","Concomitante","2009","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Outros","2009","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2009","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Subsequente","2009","certificados",0
"IFB","Educação Presencial","LICENCIATURA","Outros","2009","certificados",0
"IFB","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2009","certificados",0
"IFB","Educação Presencial","TÉCNICO","Concomitante","2009","certificados",0
"IFB","Educação Presencial","TÉCNICO","Integrado","2009","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2009","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2009","certificados",0
"IFB","Educação Presencial","TÉCNICO","Subsequente","2009","certificados",1
"IFB","Educação Presencial","TECNOLOGIA","Outros","2009","certificados",0
"IFB","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2009","certificados",0
"IFB","Todos","FORMACAO CONTINUADA","Subsequente","2009","certificados",0
"CBRA","Educação a Distancia","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CBRA","Educação a Distancia","FORMACAO INICIAL","Concomitante","2010","certificados",0
"CBRA","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CBRA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",215
"CBRA","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",49
"CBRA","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CBRA","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CBRA","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2010","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Concomitante","2010","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CBRA","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"CCEI","Educação a Distancia","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CCEI","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CCEI","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CCEI","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CEST","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CEST","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CEST","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CEST","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CEST","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Concomitante","2010","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CGAM","Educação Presencial","BACHARELADO","Outros","2010","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",37
"CGAM","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2010","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",15
"CGAM","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CGAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CGAM","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"CGAM","Todos","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CPLA","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CPLA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CPLA","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Concomitante","2010","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CPLA","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"CPLA","Todos","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CREM","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CREM","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CREM","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CREM","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2010","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CREM","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Outros","2010","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CRFI","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CRFI","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2010","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CRFI","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CRFI","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CRFI","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"CSAM","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CSAM","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",40
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",92
"CSAM","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2010","certificados",30
"CSAM","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CSAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CSSB","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CSSB","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CSSB","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CSSB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CSSB","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"CTAG","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"CTAG","Educação Presencial","BACHARELADO","Outros","2010","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",27
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",177
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Concomitante","2010","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",25
"CTAG","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"CTAG","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"CTAG","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"CTAG","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Outros","2010","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Concomitante","2010","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Outros","2010","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Subsequente","2010","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Concomitante","2010","certificados",0
"IFB","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Subsequente","2010","certificados",0
"IFB","Educação Presencial","BACHARELADO","Outros","2010","certificados",0
"IFB","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2010","certificados",27
"IFB","Educação Presencial","FORMACAO CONTINUADA","Outros","2010","certificados",469
"IFB","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2010","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2010","certificados",15
"IFB","Educação Presencial","FORMACAO INICIAL","Concomitante","2010","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Outros","2010","certificados",166
"IFB","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2010","certificados",30
"IFB","Educação Presencial","FORMACAO INICIAL","Subsequente","2010","certificados",0
"IFB","Educação Presencial","LICENCIATURA","Outros","2010","certificados",0
"IFB","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2010","certificados",0
"IFB","Educação Presencial","TÉCNICO","Concomitante","2010","certificados",0
"IFB","Educação Presencial","TÉCNICO","Integrado","2010","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2010","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2010","certificados",0
"IFB","Educação Presencial","TÉCNICO","Subsequente","2010","certificados",0
"IFB","Educação Presencial","TECNOLOGIA","Outros","2010","certificados",0
"IFB","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2010","certificados",0
"IFB","Todos","FORMACAO CONTINUADA","Subsequente","2010","certificados",0
"CBRA","Educação a Distancia","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CBRA","Educação a Distancia","FORMACAO INICIAL","Concomitante","2011","certificados",0
"CBRA","Educação a Distancia","TÉCNICO","Subsequente","2011","certificados",0
"CBRA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2011","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2011","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",20
"CBRA","Educação Presencial","FORMACAO INICIAL","Outros","2011","certificados",13
"CBRA","Educação Presencial","FORMACAO INICIAL","Subsequente","2011","certificados",0
"CBRA","Educação Presencial","LICENCIATURA","Outros","2011","certificados",0
"CBRA","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2011","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Concomitante","2011","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Integrado","2011","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",0
"CBRA","Educação Presencial","TECNOLOGIA","Outros","2011","certificados",0
"CCEI","Educação a Distancia","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CCEI","Educação a Distancia","TÉCNICO","Subsequente","2011","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CCEI","Educação Presencial","LICENCIATURA","Outros","2011","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Integrado","2011","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",0
"CCEI","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2011","certificados",0
"CEST","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2011","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2011","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Outros","2011","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Subsequente","2011","certificados",0
"CEST","Educação Presencial","LICENCIATURA","Outros","2011","certificados",0
"CEST","Educação Presencial","TÉCNICO","Integrado","2011","certificados",0
"CEST","Educação Presencial","TÉCNICO","PROEJA - Integrado","2011","certificados",0
"CEST","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Concomitante","2011","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Subsequente","2011","certificados",0
"CGAM","Educação Presencial","BACHARELADO","Outros","2011","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",27
"CGAM","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2011","certificados",6
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2011","certificados",61
"CGAM","Educação Presencial","LICENCIATURA","Outros","2011","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Integrado","2011","certificados",0
"CGAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2011","certificados",0
"CGAM","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",0
"CGAM","Educação Presencial","TECNOLOGIA","Outros","2011","certificados",0
"CGAM","Todos","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CPLA","Educação a Distancia","TÉCNICO","Subsequente","2011","certificados",0
"CPLA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2011","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2011","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Outros","2011","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Subsequente","2011","certificados",0
"CPLA","Educação Presencial","LICENCIATURA","Outros","2011","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Concomitante","2011","certificados",0
"CPLA","Educação Presencial","TÉCNICO","Integrado","2011","certificados",20
"CPLA","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",54
"CPLA","Educação Presencial","TECNOLOGIA","Outros","2011","certificados",0
"CPLA","Todos","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CREM","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2011","certificados",0
"CREM","Educação a Distancia","TÉCNICO","Subsequente","2011","certificados",0
"CREM","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2011","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2011","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Outros","2011","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2011","certificados",0
"CREM","Educação Presencial","TÉCNICO","Integrado","2011","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2011","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2011","certificados",0
"CREM","Educação Presencial","TÉCNICO","Subsequente","2011","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Outros","2011","certificados",0
